platform,server,uid,dataUnix,status
IOS,10,1|2375,1571422629,LOGIN
IOS,2,0|1696_269,1571422779,LOGOUT
IOS,5,0|897,1571422809,LOGIN
IOS,11,1|446,1571422839,LOGIN
IOS,4,0|813,1571423019,LOGOUT
ADR,14,1|2121,1571423409,LOGIN
ADR,14,1|2121,1571423409,LOGIN
H5,13,1|2630,1571423499,LOGOUT
H5,2,0|1613,1571424069,LOGIN
ADR,1,0|2181,1571424099,LOGOUT
H5,25,2|303,1571424249,LOGIN
ADR,1,0|420_177,1571424669,LOGIN
H5,23,2|741,1571424879,LOGOUT
IOS,15,1|741,1571424879,LOGIN
ADR,0,0|2745,1571424939,LOGOUT
H5,11,1|176_248,1571424969,LOGOUT
ADR,12,1|682,1571425149,LOGIN
IOS_YY,11,1|682,1571425149,LOGOUT
ADR,12,1|1042,1571425269,LOGIN
ADR,4,0|729,1571425299,LOGOUT
IOS,11,1|2403,1571425329,LOGOUT
IOS,13,1|1551,1571425449,LOGIN
IOS,14,1|1347,1571425719,LOGOUT
H5,3,0|1811,1571425749,LOGIN
IOS_YY,13,1|1373_170,1571425839,LOGIN
H5,25,2|2529,1571425929,LOGOUT
ADR,11,1|168,1571426109,LOGOUT
IOS_YY,1,0|2615,1571426379,LOGOUT
IOS_YY,1,0|2615,1571426379,LOGOUT
IOS,2,0|2477,1571426739,LOGOUT
IOS_YY,11,1|452,1571426799,LOGIN
IOS_YY,12,1|664,1571427129,LOGOUT
ADR,11,1|905_170,1571427249,LOGIN
H5,11,1|1862,1571427369,LOGIN
IOS,2,0|453,1571427459,LOGOUT
H5,21,2|2648,1571427549,LOGIN
H5,12,1|1192,1571427729,LOGIN
IOS,22,2|1377,1571428119,LOGIN
ADR,3,0|770,1571428329,LOGOUT
H5,10,1|1458,1571428509,LOGOUT
IOS,22,2|196,1571428629,LOGOUT
H5,2,0|2288,1571428839,LOGIN
H5,15,1|1929,1571429439,LOGOUT
H5,2,0|1957,1571429469,LOGIN
IOS,12,1|1491,1571429709,LOGIN
IOS_YY,4,0|731,1571429799,LOGOUT
IOS_YY,4,0|2956,1571429949,LOGOUT
ADR,20,2|2,1571429979,LOGIN
IOS_YY,23,2|1429,1571430309,LOGOUT
IOS,20,2|1387,1571430699,LOGOUT
IOS,5,0|1725,1571430729,LOGOUT
ADR,5,0|826,1571430819,LOGOUT
IOS,11,1|126,1571430879,LOGOUT
ADR,25,2|1785,1571430939,LOGIN
IOS,13,1|1785,1571430939,LOGOUT
ADR,20,2|2858,1571431239,LOGIN
IOS_YY,20,2|414,1571431359,LOGIN
IOS,2,0|464,1571431419,LOGIN
IOS,5,0|2918,1571431539,LOGOUT
H5,11,1|711,1571431689,LOGOUT
IOS_YY,3,0|2889,1571431719,LOGIN
H5,4,0|108,1571431749,LOGOUT
IOS_YY,0,0|256,1571431779,LOGOUT
H5,11,1|783,1571431869,LOGOUT
H5,11,1|783,1571431869,LOGOUT
IOS_YY,25,2|142,1571432079,LOGIN
ADR,13,1|313,1571432199,LOGOUT
ADR,13,1|313,1571432199,LOGOUT
H5,11,1|2572,1571432229,LOGOUT
ADR,1,0|231,1571432589,LOGIN
ADR,1,0|417,1571432859,LOGIN
IOS_YY,5,0|2408,1571433099,LOGOUT
IOS,0,0|705,1571433219,LOGOUT
ADR,25,2|1695,1571433849,LOGIN
IOS_YY,15,1|1865,1571433909,LOGIN
IOS_YY,15,1|1862,1571434119,LOGIN
H5,15,1|2659,1571434509,LOGOUT
H5,22,2|1168,1571434719,LOGOUT
ADR,24,2|1268,1571434779,LOGIN
IOS_YY,22,2|328,1571434929,LOGOUT
ADR,2,0|769,1571435019,LOGOUT
IOS_YY,15,1|39,1571435349,LOGIN
H5,24,2|62,1571435379,LOGIN
IOS_YY,20,2|382,1571435529,LOGOUT
IOS_YY,4,0|382,1571435529,LOGIN
H5,1,0|1804,1571435619,LOGIN
IOS,21,2|1756,1571435919,LOGIN
IOS,4,0|70,1571436339,LOGIN
H5,25,2|961,1571436489,LOGOUT
IOS,10,1|2424,1571436639,LOGOUT
IOS_YY,2,0|195,1571437299,LOGIN
IOS,25,2|1991,1571437929,LOGIN
ADR,4,0|587,1571438019,LOGIN
IOS,13,1|218,1571438289,LOGOUT
IOS,13,1|218,1571438289,LOGOUT
H5,24,2|1066,1571438349,LOGOUT
H5,24,2|1066,1571438349,LOGOUT
ADR,4,0|2721,1571438589,LOGOUT
IOS,13,1|90,1571438769,LOGIN
IOS,12,1|2113,1571438859,LOGIN
ADR,20,2|1864,1571439429,LOGIN
IOS_YY,3,0|2624,1571439549,LOGIN
IOS_YY,24,2|1232,1571439699,LOGIN
IOS_YY,23,2|458,1571440119,LOGOUT
IOS_YY,2,0|1739,1571440209,LOGOUT
IOS,15,1|2933,1571440449,LOGOUT
IOS_YY,14,1|883,1571440569,LOGOUT
ADR,22,2|2010,1571441469,LOGIN
H5,5,0|2010,1571441469,LOGOUT
IOS_YY,25,2|1333,1571441499,LOGIN
IOS,22,2|1546,1571441769,LOGOUT
IOS_YY,3,0|315,1571441889,LOGIN
ADR,4,0|67,1571442249,LOGIN
IOS_YY,20,2|411,1571442549,LOGIN
H5,5,0|599,1571442819,LOGOUT
IOS_YY,2,0|2533,1571442909,LOGOUT
H5,3,0|1088,1571443239,LOGOUT
H5,10,1|1614,1571443539,LOGOUT
ADR,2,0|294,1571443599,LOGIN
IOS,12,1|1952,1571443839,LOGIN
ADR,23,2|1878,1571444139,LOGOUT
H5,24,2|1007,1571444229,LOGOUT
IOS_YY,24,2|2661,1571444379,LOGIN
H5,1,0|2453,1571444919,LOGOUT
H5,15,1|1547,1571445099,LOGIN
ADR,5,0|371,1571445159,LOGOUT
ADR,1,0|1302,1571445279,LOGIN
H5,12,1|865,1571445339,LOGIN
H5,15,1|84,1571445459,LOGIN
IOS,2,0|2037,1571445759,LOGIN
IOS,25,2|818_242,1571445879,LOGOUT
H5,1,0|847,1571446299,LOGIN
ADR,12,1|1542,1571446329,LOGOUT
IOS,2,0|465,1571446509,LOGIN
H5,12,1|2967,1571446719,LOGOUT
H5,2,0|1847,1571447079,LOGOUT
H5,2,0|1847,1571447079,LOGOUT
H5,15,1|2110,1571447799,LOGOUT
H5,15,1|2110,1571447799,LOGOUT
IOS_YY,23,2|1849_263,1571447889,LOGOUT
IOS,1,0|1748,1571447949,LOGIN
IOS_YY,4,0|591,1571448459,LOGIN
H5,25,2|94,1571448519,LOGOUT
ADR,14,1|52,1571448759,LOGOUT
H5,11,1|7,1571448789,LOGIN
IOS,24,2|1278,1571448849,LOGOUT
H5,3,0|2041,1571448969,LOGOUT
IOS,21,2|562,1571449029,LOGOUT
H5,25,2|470_2,1571449089,LOGIN
H5,25,2|2944,1571449389,LOGOUT
ADR,0,0|2243,1571449809,LOGIN
IOS,10,1|2797,1571449899,LOGOUT
H5,21,2|2695,1571450709,LOGIN
ADR,11,1|1189,1571450859,LOGIN
IOS_YY,10,1|852,1571451009,LOGOUT
IOS,15,1|114,1571451429,LOGOUT
ADR,5,0|2295,1571451849,LOGIN
IOS,3,0|1375_218,1571451999,LOGOUT
IOS_YY,1,0|390,1571452089,LOGIN
H5,12,1|1101,1571452329,LOGOUT
IOS,4,0|2973,1571452419,LOGIN
IOS,5,0|1171,1571452599,LOGIN
H5,23,2|2676,1571452719,LOGOUT
H5,23,2|2676,1571452719,LOGOUT
IOS_YY,2,0|8,1571453019,LOGOUT
IOS,20,2|1034,1571453409,LOGOUT
IOS_YY,2,0|2822,1571453469,LOGIN
ADR,20,2|2517,1571453529,LOGOUT
IOS_YY,21,2|2405,1571453829,LOGOUT
ADR,11,1|537,1571454069,LOGOUT
IOS_YY,14,1|1759,1571454129,LOGIN
IOS,22,2|11,1571454159,LOGOUT
IOS,13,1|286,1571454459,LOGOUT
H5,24,2|1602_83,1571454969,LOGOUT
H5,1,0|1936,1571455029,LOGOUT
H5,2,0|1885,1571455299,LOGOUT
IOS,12,1|2973,1571455869,LOGIN
IOS_YY,2,0|1166,1571456079,LOGOUT
IOS_YY,2,0|1166,1571456079,LOGOUT
IOS_YY,25,2|1281,1571456349,LOGOUT
ADR,3,0|493,1571456469,LOGOUT
H5,12,1|727,1571456889,LOGIN
H5,15,1|727,1571456889,LOGOUT
H5,15,1|727,1571456889,LOGOUT
IOS,5,0|266,1571457399,LOGOUT
ADR,15,1|2811,1571457429,LOGIN
ADR,5,0|279,1571457459,LOGOUT
IOS,2,0|2594,1571457549,LOGIN
IOS,2,0|43,1571457669,LOGOUT
IOS,12,1|1783,1571458179,LOGIN
H5,0,0|797,1571458269,LOGIN
ADR,13,1|797,1571458269,LOGOUT
ADR,1,0|2954,1571458479,LOGOUT
IOS_YY,4,0|35,1571458539,LOGIN
IOS_YY,11,1|2443,1571458569,LOGOUT
ADR,4,0|716,1571458689,LOGOUT
ADR,21,2|48,1571458749,LOGOUT
H5,11,1|1203,1571458869,LOGIN
IOS_YY,5,0|819_62,1571459079,LOGIN
H5,5,0|312,1571459349,LOGOUT
H5,23,2|1170,1571459379,LOGOUT
H5,4,0|2865,1571460189,LOGOUT
IOS_YY,12,1|2165,1571460309,LOGOUT
IOS,10,1|831,1571460519,LOGOUT
IOS,12,1|831,1571460519,LOGIN
IOS,13,1|9,1571460819,LOGOUT
IOS,20,2|2746,1571460909,LOGOUT
H5,23,2|1670,1571461029,LOGOUT
ADR,2,0|305,1571461269,LOGIN
IOS,13,1|305,1571461269,LOGOUT
IOS_YY,20,2|1581,1571461389,LOGOUT
IOS,2,0|1761,1571461569,LOGIN
ADR,14,1|2007,1571462109,LOGIN
ADR,4,0|2822,1571462259,LOGIN
IOS_YY,10,1|2374,1571462349,LOGOUT
IOS_YY,10,1|2374,1571462349,LOGOUT
H5,23,2|293,1571462649,LOGIN
H5,5,0|139,1571462979,LOGOUT
IOS,24,2|1270,1571463489,LOGIN
ADR,5,0|27,1571463849,LOGOUT
H5,12,1|1316,1571463879,LOGOUT
ADR,10,1|1854,1571464449,LOGIN
IOS_YY,23,2|1854,1571464449,LOGOUT
ADR,0,0|472,1571464479,LOGOUT
IOS_YY,24,2|1629,1571464749,LOGOUT
ADR,15,1|1327,1571464809,LOGOUT
H5,20,2|1254_1,1571465049,LOGIN
IOS_YY,14,1|562_259,1571465289,LOGIN
H5,21,2|2662,1571465319,LOGIN
IOS,4,0|1088,1571465349,LOGIN
IOS,14,1|1019,1571465499,LOGOUT
ADR,2,0|2306,1571465709,LOGOUT
IOS,23,2|719,1571465829,LOGIN
H5,10,1|2788,1571465859,LOGIN
IOS,11,1|547,1571466249,LOGOUT
IOS_YY,22,2|1332_244,1571466489,LOGOUT
H5,4,0|2848,1571466639,LOGOUT
ADR,20,2|2356,1571466909,LOGIN
IOS_YY,15,1|942,1571466999,LOGOUT
IOS_YY,25,2|1191,1571467059,LOGOUT
ADR,4,0|409,1571467119,LOGIN
IOS_YY,2,0|2613,1571467299,LOGIN
IOS_YY,20,2|2394,1571467899,LOGIN
H5,4,0|2187,1571467959,LOGIN
ADR,24,2|1582,1571468199,LOGIN
ADR,12,1|2137,1571468349,LOGOUT
IOS_YY,3,0|1525,1571468409,LOGOUT
ADR,10,1|1405,1571468469,LOGOUT
H5,22,2|1626,1571468559,LOGIN
IOS_YY,14,1|385,1571469069,LOGOUT
H5,12,1|111,1571469189,LOGIN
H5,12,1|202,1571469669,LOGOUT
H5,3,0|1691,1571469849,LOGIN
H5,21,2|1635,1571469939,LOGIN
IOS_YY,4,0|1803_261,1571470149,LOGOUT
IOS_YY,3,0|522,1571470299,LOGOUT
ADR,14,1|1944,1571470329,LOGIN
IOS,24,2|1644,1571470419,LOGOUT
IOS,10,1|2611,1571470569,LOGOUT
IOS,4,0|2899,1571470899,LOGOUT
ADR,13,1|683,1571470929,LOGIN
IOS,21,2|162,1571470989,LOGOUT
H5,15,1|772,1571471319,LOGIN
IOS_YY,14,1|1979,1571471679,LOGIN
ADR,23,2|197,1571471709,LOGOUT
H5,25,2|1954,1571471889,LOGIN
IOS,4,0|806,1571472189,LOGOUT
IOS_YY,15,1|2663,1571472489,LOGIN
IOS_YY,11,1|2149,1571472579,LOGOUT
IOS,10,1|1269,1571472639,LOGIN
IOS,12,1|2735,1571472699,LOGOUT
IOS,12,1|2735,1571472699,LOGOUT
H5,2,0|1456,1571472729,LOGOUT
H5,10,1|1458,1571472969,LOGIN
IOS_YY,2,0|2212,1571473269,LOGOUT
H5,13,1|106,1571473749,LOGIN
H5,14,1|2003,1571474019,LOGIN
H5,11,1|445_108,1571474409,LOGIN
IOS,23,2|1241,1571474529,LOGOUT
IOS,2,0|1128,1571474559,LOGOUT
IOS_YY,2,0|614,1571474889,LOGOUT
IOS,3,0|1563,1571474979,LOGOUT
IOS,10,1|563,1571475159,LOGOUT
IOS_YY,12,1|1693_90,1571475309,LOGOUT
ADR,0,0|588,1571475399,LOGIN
ADR,20,2|329,1571475459,LOGOUT
H5,11,1|835,1571475699,LOGIN
H5,11,1|835,1571475699,LOGIN
ADR,14,1|602,1571475759,LOGIN
H5,11,1|2302,1571475789,LOGOUT
IOS,10,1|2206,1571475879,LOGIN
H5,23,2|2667,1571476539,LOGIN
H5,23,2|2667,1571476539,LOGIN
ADR,1,0|184,1571476929,LOGOUT
IOS,10,1|2235,1571476959,LOGIN
IOS,1,0|2058,1571477319,LOGOUT
IOS_YY,24,2|586,1571477619,LOGIN
ADR,20,2|2672,1571477649,LOGIN
IOS,10,1|223,1571478099,LOGOUT
IOS,25,2|385,1571478129,LOGIN
H5,22,2|2085,1571478399,LOGOUT
H5,22,2|1148,1571478579,LOGIN
IOS_YY,12,1|313,1571478609,LOGOUT
IOS,23,2|108,1571478759,LOGOUT
ADR,20,2|968,1571478939,LOGIN
H5,11,1|36,1571479119,LOGOUT
IOS,23,2|2951,1571479359,LOGOUT
IOS,12,1|1749,1571479689,LOGIN
IOS_YY,11,1|181_39,1571479719,LOGIN
IOS_YY,11,1|181_39,1571479719,LOGIN
H5,20,2|2115,1571479779,LOGOUT
H5,15,1|383,1571479839,LOGIN
IOS,4,0|934,1571479989,LOGOUT
IOS_YY,2,0|1009,1571480049,LOGIN
ADR,0,0|252,1571480079,LOGIN
IOS,5,0|1350,1571480169,LOGIN
H5,22,2|1603,1571480379,LOGIN
IOS,24,2|1413,1571480409,LOGIN
IOS,3,0|1323,1571480679,LOGOUT
IOS,3,0|783,1571480709,LOGOUT
ADR,15,1|2105,1571480769,LOGOUT
IOS_YY,5,0|578,1571480949,LOGIN
ADR,14,1|24,1571481399,LOGIN
H5,20,2|111,1571481429,LOGIN
H5,15,1|932,1571481579,LOGIN
H5,25,2|1674,1571481609,LOGOUT
H5,22,2|2618,1571481909,LOGIN
ADR,0,0|912,1571481939,LOGOUT
IOS_YY,10,1|437,1571481969,LOGIN
H5,23,2|737,1571481999,LOGIN
ADR,22,2|536,1571482029,LOGIN
IOS_YY,12,1|511,1571482299,LOGOUT
IOS,12,1|664,1571482359,LOGOUT
ADR,0,0|1602,1571482419,LOGIN
IOS_YY,20,2|1283,1571482659,LOGIN
H5,11,1|903,1571482929,LOGIN
H5,11,1|903,1571482929,LOGIN
ADR,15,1|1854,1571482989,LOGOUT
IOS,25,2|1384,1571483049,LOGIN
H5,3,0|1985,1571483139,LOGOUT
IOS_YY,12,1|1413,1571483529,LOGIN
H5,21,2|1103,1571483679,LOGIN
IOS,23,2|132,1571483739,LOGOUT
H5,23,2|144,1571483889,LOGOUT
ADR,15,1|1866,1571484279,LOGOUT
IOS,11,1|150,1571484939,LOGOUT
IOS_YY,22,2|1950_66,1571484999,LOGIN
H5,13,1|1864,1571485089,LOGIN
IOS,15,1|928,1571485329,LOGIN
H5,20,2|2364,1571485539,LOGOUT
ADR,24,2|2323,1571485569,LOGOUT
H5,22,2|1414,1571485599,LOGOUT
IOS,2,0|168,1571485869,LOGOUT
IOS,20,2|2999,1571486109,LOGOUT
ADR,15,1|967,1571486169,LOGOUT
IOS_YY,4,0|1273,1571486409,LOGOUT
IOS,15,1|17,1571486919,LOGOUT
H5,22,2|63,1571487009,LOGOUT
ADR,22,2|7,1571487249,LOGOUT
H5,10,1|714_245,1571487999,LOGIN
H5,15,1|1335,1571488299,LOGIN
H5,15,1|2873,1571488359,LOGOUT
ADR,24,2|981,1571488569,LOGOUT
IOS_YY,22,2|287,1571488629,LOGOUT
IOS_YY,2,0|1012,1571488779,LOGOUT
ADR,0,0|1593,1571489409,LOGOUT
H5,24,2|1593,1571489409,LOGIN
ADR,0,0|474,1571489499,LOGOUT
IOS_YY,24,2|2135,1571489709,LOGOUT
H5,3,0|687,1571489799,LOGOUT
H5,2,0|733,1571489919,LOGOUT
IOS_YY,11,1|2732,1571490099,LOGOUT
IOS_YY,13,1|2687,1571490249,LOGIN
IOS_YY,13,1|2687,1571490249,LOGIN
H5,11,1|929,1571490339,LOGIN
IOS_YY,11,1|559,1571490609,LOGIN
IOS,3,0|1862,1571490639,LOGIN
IOS_YY,1,0|2095,1571490669,LOGIN
IOS_YY,1,0|2095,1571490669,LOGIN
ADR,5,0|2426,1571490759,LOGIN
ADR,15,1|1948,1571490819,LOGOUT
H5,12,1|234,1571490849,LOGOUT
IOS,5,0|1461,1571490969,LOGOUT
IOS,5,0|1461,1571490969,LOGOUT
IOS_YY,24,2|2917,1571490999,LOGOUT
H5,12,1|810,1571491389,LOGIN
IOS,5,0|97,1571491599,LOGOUT
H5,23,2|2769,1571491839,LOGOUT
IOS_YY,15,1|2556,1571491959,LOGOUT
ADR,24,2|2249,1571492079,LOGOUT
IOS,4,0|1427,1571492109,LOGIN
IOS,23,2|448,1571492139,LOGOUT
IOS_YY,10,1|1085,1571492229,LOGIN
ADR,25,2|1878,1571492349,LOGOUT
H5,24,2|2603,1571492529,LOGIN
IOS_YY,1,0|1151,1571492739,LOGOUT
H5,11,1|2941,1571492769,LOGOUT
IOS,10,1|32,1571493129,LOGOUT
IOS,11,1|790_57,1571493339,LOGOUT
ADR,24,2|149,1571493729,LOGIN
IOS_YY,1,0|2202,1571493849,LOGIN
H5,12,1|548,1571494299,LOGOUT
IOS_YY,12,1|1534,1571495109,LOGIN
H5,0,0|2883,1571495199,LOGIN
ADR,11,1|2511,1571495289,LOGOUT
H5,24,2|731,1571495709,LOGIN
IOS,21,2|1678,1571495769,LOGOUT
IOS_YY,25,2|538,1571495829,LOGOUT
IOS,13,1|2139,1571496369,LOGOUT
IOS_YY,15,1|884,1571496489,LOGOUT
IOS,1,0|1634,1571496579,LOGIN
ADR,2,0|1599,1571496729,LOGIN
IOS,12,1|2133,1571496759,LOGOUT
ADR,0,0|2381,1571497119,LOGOUT
ADR,15,1|253,1571497329,LOGOUT
H5,24,2|856,1571497479,LOGOUT
H5,4,0|2435,1571497539,LOGOUT
H5,4,0|2435,1571497539,LOGOUT
ADR,23,2|1847,1571497659,LOGIN
ADR,14,1|2321,1571497779,LOGOUT
H5,5,0|25,1571497839,LOGOUT
H5,20,2|2691,1571497959,LOGOUT
IOS,12,1|2771,1571497989,LOGOUT
ADR,23,2|212,1571498319,LOGOUT
ADR,21,2|1138,1571498499,LOGOUT
IOS,3,0|1222,1571498559,LOGIN
ADR,23,2|1799,1571498589,LOGOUT
IOS_YY,10,1|1933,1571498649,LOGOUT
IOS_YY,13,1|70,1571498679,LOGOUT
H5,3,0|1811,1571498739,LOGIN
H5,1,0|1773,1571498889,LOGIN
ADR,20,2|1748,1571499069,LOGIN
H5,5,0|2622,1571499129,LOGOUT
IOS,0,0|759,1571499189,LOGIN
ADR,23,2|1434,1571499279,LOGOUT
IOS_YY,13,1|129,1571499429,LOGOUT
ADR,13,1|725,1571499489,LOGOUT
H5,3,0|2833,1571499879,LOGIN
ADR,13,1|266,1571499999,LOGOUT
H5,10,1|2119,1571500239,LOGIN
IOS_YY,25,2|261,1571500419,LOGIN
ADR,20,2|571,1571500689,LOGIN
ADR,21,2|1947_191,1571414469,LOGIN
IOS,14,1|2527,1571414499,LOGIN
IOS,25,2|2506,1571414559,LOGIN
IOS_YY,2,0|2930,1571414619,LOGIN
ADR,12,1|2732,1571414649,LOGIN
H5,24,2|2946,1571414709,LOGOUT
IOS,11,1|2516,1571415249,LOGIN
ADR,12,1|795,1571415609,LOGIN
IOS_YY,21,2|655,1571415939,LOGOUT
IOS_YY,2,0|1716,1571416329,LOGIN
IOS_YY,4,0|623,1571416659,LOGIN
IOS,3,0|2809,1571416779,LOGOUT
H5,21,2|2778,1571416809,LOGOUT
ADR,5,0|1113,1571416899,LOGOUT
H5,23,2|443,1571417019,LOGIN
ADR,21,2|2566,1571417079,LOGOUT
IOS,25,2|73_199,1571417169,LOGOUT
H5,0,0|695,1571417319,LOGOUT
ADR,1,0|1002,1571417619,LOGOUT
IOS_YY,23,2|1572,1571417679,LOGIN
IOS,10,1|1811,1571417769,LOGIN
IOS,22,2|1730,1571417829,LOGOUT
IOS_YY,24,2|1345,1571418429,LOGIN
IOS_YY,1,0|222,1571418489,LOGIN
IOS_YY,11,1|2262,1571418819,LOGOUT
H5,5,0|987,1571419029,LOGIN
H5,20,2|2035,1571419269,LOGIN
H5,15,1|2255,1571419359,LOGOUT
H5,25,2|47,1571419689,LOGOUT
ADR,24,2|494,1571419959,LOGIN
IOS_YY,10,1|1716,1571420049,LOGOUT
H5,2,0|1652_264,1571420109,LOGIN
IOS,20,2|1055,1571420409,LOGIN
ADR,5,0|1770,1571420499,LOGIN
ADR,11,1|2397,1571420739,LOGOUT
ADR,5,0|2046,1571420799,LOGOUT
ADR,5,0|2046,1571420799,LOGOUT
ADR,13,1|388,1571421219,LOGOUT
IOS_YY,2,0|1447_207,1571421459,LOGIN
H5,3,0|2198,1571421489,LOGIN
H5,1,0|1087,1571421729,LOGOUT
H5,14,1|950,1571421789,LOGOUT
IOS_YY,12,1|1490,1571421849,LOGOUT
H5,25,2|1490,1571421849,LOGIN
IOS,12,1|293_14,1571421909,LOGOUT
IOS,13,1|689,1571422269,LOGOUT
H5,25,2|1078,1571422329,LOGIN
H5,10,1|243,1571422539,LOGOUT
H5,1,0|1696_269,1571422779,LOGIN
IOS,22,2|446,1571422839,LOGOUT
ADR,1,0|339,1571422869,LOGOUT
H5,1,0|1775,1571422989,LOGOUT
H5,2,0|2508,1571423109,LOGOUT
IOS,24,2|2121,1571423409,LOGOUT
H5,4,0|2749,1571423649,LOGOUT
ADR,14,1|314,1571423889,LOGIN
ADR,2,0|145,1571424009,LOGIN
IOS_YY,25,2|210,1571424159,LOGOUT
H5,15,1|1011,1571424309,LOGOUT
IOS_YY,23,2|1353,1571424399,LOGIN
IOS_YY,23,2|1841,1571424459,LOGOUT
IOS,14,1|687,1571424489,LOGOUT
IOS,10,1|730,1571424849,LOGIN
ADR,0,0|2745,1571424939,LOGOUT
IOS,11,1|2403,1571425329,LOGOUT
IOS_YY,5,0|1058,1571425629,LOGOUT
H5,21,2|1347,1571425719,LOGIN
H5,21,2|1347,1571425719,LOGIN
ADR,25,2|1811,1571425749,LOGOUT
ADR,25,2|1811,1571425749,LOGOUT
H5,3,0|1811,1571425749,LOGIN
IOS_YY,2,0|2818,1571425989,LOGIN
IOS_YY,2,0|2818,1571425989,LOGIN
IOS_YY,3,0|2562,1571426139,LOGOUT
IOS_YY,11,1|2326,1571426199,LOGOUT
IOS_YY,12,1|1421,1571426289,LOGIN
H5,13,1|534,1571426409,LOGIN
H5,13,1|534,1571426409,LOGIN
IOS,20,2|2477,1571426739,LOGIN
IOS_YY,3,0|1282,1571427009,LOGIN
IOS,3,0|1630,1571427399,LOGOUT
ADR,10,1|2185,1571427789,LOGOUT
ADR,3,0|1744,1571427849,LOGIN
IOS_YY,20,2|211,1571427969,LOGOUT
H5,3,0|922,1571428029,LOGOUT
IOS_YY,20,2|2695,1571428059,LOGIN
IOS,13,1|1303,1571428419,LOGOUT
IOS_YY,3,0|814,1571428569,LOGOUT
ADR,22,2|2976,1571428719,LOGIN
H5,2,0|141,1571428749,LOGOUT
H5,2,0|141,1571428749,LOGOUT
H5,2,0|141,1571428749,LOGOUT
IOS_YY,2,0|2009,1571428779,LOGOUT
H5,20,2|2288,1571428839,LOGOUT
H5,23,2|1731,1571428869,LOGIN
H5,13,1|1833,1571428899,LOGIN
H5,10,1|1978,1571429109,LOGIN
IOS,21,2|244,1571429649,LOGOUT
IOS,1,0|431,1571429889,LOGOUT
IOS,0,0|1934,1571430129,LOGOUT
IOS_YY,14,1|2223,1571430219,LOGIN
IOS_YY,22,2|2395,1571430399,LOGIN
IOS,23,2|398,1571430429,LOGOUT
H5,23,2|916,1571430579,LOGOUT
ADR,5,0|826,1571430819,LOGOUT
IOS,11,1|277,1571430909,LOGIN
IOS,22,2|2942,1571431119,LOGOUT
H5,15,1|690,1571431209,LOGIN
H5,11,1|1911,1571431299,LOGOUT
H5,13,1|821,1571431629,LOGIN
IOS,4,0|108,1571431749,LOGIN
IOS_YY,1,0|1358,1571431809,LOGIN
H5,0,0|2954,1571431959,LOGIN
IOS,10,1|142,1571432079,LOGOUT
IOS,2,0|1358,1571433039,LOGOUT
IOS,2,0|1358,1571433039,LOGOUT
H5,14,1|32,1571433249,LOGOUT
IOS_YY,3,0|554,1571433489,LOGIN
IOS,12,1|599,1571433549,LOGIN
IOS,22,2|2877,1571433609,LOGOUT
ADR,12,1|805,1571433639,LOGOUT
ADR,15,1|626,1571433999,LOGOUT
H5,10,1|1411,1571434059,LOGOUT
IOS,5,0|865,1571434089,LOGOUT
IOS,0,0|145,1571434449,LOGIN
H5,4,0|2067,1571434539,LOGOUT
H5,4,0|2241,1571434569,LOGOUT
IOS_YY,25,2|2783,1571434599,LOGIN
IOS_YY,25,2|328,1571434929,LOGIN
ADR,11,1|1095,1571435049,LOGIN
IOS,1,0|1095,1571435049,LOGOUT
IOS,5,0|1522_22,1571435409,LOGIN
IOS,22,2|1536,1571435499,LOGIN
H5,10,1|1477,1571435739,LOGIN
IOS_YY,20,2|1637,1571436309,LOGIN
H5,22,2|2457,1571436399,LOGIN
ADR,1,0|239,1571436459,LOGOUT
H5,14,1|2125,1571436579,LOGOUT
IOS,10,1|2424,1571436639,LOGOUT
ADR,4,0|1452,1571436879,LOGOUT
IOS,22,2|2001,1571437089,LOGOUT
IOS_YY,24,2|1458_54,1571437119,LOGIN
H5,14,1|1456,1571437479,LOGIN
IOS,4,0|121,1571437839,LOGIN
H5,14,1|1411,1571437899,LOGIN
ADR,4,0|971,1571438559,LOGOUT
H5,21,2|2441,1571438619,LOGOUT
IOS,25,2|697,1571438739,LOGIN
IOS,13,1|38_266,1571438919,LOGIN
H5,20,2|166,1571438949,LOGOUT
IOS,23,2|330,1571439039,LOGOUT
IOS_YY,13,1|368,1571439579,LOGIN
ADR,2,0|1134,1571439609,LOGIN
IOS,1,0|2618,1571439639,LOGIN
ADR,14,1|450,1571439729,LOGIN
H5,24,2|181,1571439969,LOGIN
IOS,14,1|2707,1571440059,LOGOUT
ADR,20,2|2730,1571440359,LOGIN
H5,20,2|2054,1571440689,LOGIN
H5,11,1|1308,1571441379,LOGOUT
ADR,3,0|2049,1571441409,LOGIN
ADR,3,0|2741,1571441559,LOGIN
IOS,22,2|2741,1571441559,LOGOUT
IOS_YY,4,0|572,1571441799,LOGOUT
ADR,12,1|2759,1571442009,LOGIN
H5,14,1|965,1571442219,LOGOUT
H5,2,0|1765,1571442789,LOGIN
IOS_YY,3,0|2501,1571443209,LOGOUT
ADR,25,2|19_120,1571443719,LOGOUT
IOS,1,0|19_120,1571443719,LOGIN
H5,0,0|2765,1571443929,LOGOUT
H5,0,0|2765,1571443929,LOGOUT
H5,11,1|1101,1571444049,LOGIN
H5,24,2|1007,1571444229,LOGOUT
H5,24,2|1007,1571444229,LOGOUT
ADR,1,0|1717,1571444409,LOGIN
